uniprot_accession,organism,organism_type,gh_family,length,molecular_weight,aromaticity,instability_index,gravy,predicted_pI,secondary_structure_fraction_helix,secondary_structure_fraction_turn,secondary_structure_fraction_sheet,optimum_temperature,optimum_pH,aa_A_fraction,aa_C_fraction,aa_D_fraction,aa_E_fraction,aa_F_fraction,aa_G_fraction,aa_H_fraction,aa_I_fraction,aa_K_fraction,aa_L_fraction,aa_M_fraction,aa_N_fraction,aa_P_fraction,aa_Q_fraction,aa_R_fraction,aa_S_fraction,aa_T_fraction,aa_V_fraction,aa_W_fraction,aa_Y_fraction
A0A291NUE5,Bacillus licheniformis,bacterial,GH11,213,23478.6322,0.16431924882629106,23.657276995305157,-0.447887323943662,9.645646858215333,0.18309859154929578,0.3755868544600939,0.41314553990610325,50,6.0,6.572769953051643,0.0,2.347417840375587,1.408450704225352,3.755868544600939,12.206572769953052,1.408450704225352,3.2863849765258215,4.694835680751174,4.225352112676056,1.408450704225352,8.92018779342723,2.816901408450704,2.347417840375587,3.2863849765258215,11.267605633802816,10.328638497652582,7.042253521126761,5.164319248826291,7.511737089201878
A0A291NUI0,Bacillus subtilis,bacterial,GH11,213,23358.412600000003,0.1596244131455399,15.86619718309859,-0.4281690140845071,9.442055702209473,0.17370892018779344,0.38028169014084506,0.4225352112676056,100,5.0,6.572769953051643,0.0,3.2863849765258215,0.9389671361502347,3.755868544600939,12.206572769953052,0.9389671361502347,2.816901408450704,3.755868544600939,4.225352112676056,1.8779342723004695,8.92018779342723,2.816901408450704,2.347417840375587,3.2863849765258215,10.7981220657277,12.206572769953052,7.042253521126761,5.164319248826291,7.042253521126761
A0A2D0WJC8,Evansstolkia leycettana,fungal,GH11,217,23412.9231,0.16129032258064516,24.888479262672803,-0.4552995391705069,4.630866050720214,0.1705069124423963,0.423963133640553,0.3870967741935484,60,,4.608294930875576,0.4608294930875576,2.304147465437788,4.608294930875576,4.147465437788019,13.824884792626728,0.9216589861751152,2.7649769585253456,1.8433179723502304,4.147465437788019,1.8433179723502304,7.8341013824884795,2.7649769585253456,2.7649769585253456,1.8433179723502304,15.668202764976959,9.67741935483871,5.990783410138249,2.7649769585253456,9.216589861751151
A0A2L1GH36,Caldicoprobacter sp,bacterial,GH11,380,41699.2869,0.12631578947368421,16.2058947368421,-0.19631578947368422,8.38522548675537,0.19736842105263158,0.33157894736842103,0.4421052631578947,,,6.842105263157895,1.5789473684210527,3.9473684210526314,2.1052631578947367,2.8947368421052633,9.473684210526315,0.7894736842105263,5.7894736842105265,2.6315789473684212,6.578947368421052,1.5789473684210527,7.368421052631579,5.0,2.8947368421052633,4.2105263157894735,7.368421052631579,12.368421052631579,6.842105263157895,2.6315789473684212,7.105263157894737
A0A2L1GIZ3,Penicillium sp,fungal,GH11,218,23617.0298,0.1513761467889908,20.971559633027507,-0.45137614678899085,4.22253475189209,0.1605504587155963,0.4036697247706422,0.40825688073394495,,,4.587155963302752,0.45871559633027525,5.963302752293578,4.128440366972477,4.128440366972477,12.385321100917432,1.3761467889908257,3.669724770642202,1.834862385321101,4.128440366972477,1.3761467889908257,5.045871559633028,2.293577981651376,3.2110091743119265,1.834862385321101,14.678899082568808,11.926605504587156,5.963302752293578,2.7522935779816513,8.256880733944953
A0A2P0ZW24,Paenibacillus woosongensis,bacterial,GH10,481,51936.0809,0.11434511434511435,21.82349272349272,-0.3070686070686071,7.724384880065918,0.25363825363825365,0.36798336798336795,0.35550935550935553,,,9.355509355509355,0.2079002079002079,4.365904365904366,2.494802494802495,2.9106029106029108,10.81081081081081,1.4553014553014554,4.98960498960499,4.98960498960499,6.652806652806653,1.8711018711018712,7.484407484407485,2.9106029106029108,5.197505197505198,2.079002079002079,11.226611226611226,6.237006237006237,6.237006237006237,3.95010395010395,4.573804573804574
A0A2Z5XER4,Penicillium sp,fungal,GH10,404,42768.1713,0.09653465346534654,28.416113861386133,-0.0972772277227723,5.064263343811034,0.27722772277227725,0.297029702970297,0.4034653465346535,,,12.623762376237623,2.4752475247524752,4.9504950495049505,2.227722772277228,2.227722772277228,8.168316831683168,1.2376237623762376,3.9603960396039604,4.455445544554456,7.425742574257426,0.9900990099009901,5.198019801980198,3.217821782178218,5.198019801980198,0.7425742574257426,8.168316831683168,13.118811881188119,6.188118811881188,2.9702970297029703,4.455445544554456
A0A3Q8TLG0,Thermobifida fusca (Thermomonospora fusca),bacterial,GH10,478,53806.4271,0.09832635983263599,42.91612970711297,-0.597489539748954,5.20727024078369,0.29497907949790797,0.3158995815899581,0.33263598326359833,,,8.158995815899582,0.8368200836820083,8.158995815899582,6.903765690376569,3.7656903765690375,7.322175732217573,3.5564853556485354,4.811715481171548,5.02092050209205,8.158995815899582,1.2552301255230125,3.9748953974895396,7.112970711297071,3.9748953974895396,5.439330543933054,5.02092050209205,5.02092050209205,5.439330543933054,1.8828451882845187,4.184100418410042
A0A411KZA6,Allostreptomyces psammosilenae,bacterial,GH10,495,52445.555,0.08888888888888889,26.293333333333326,-0.21494949494949497,5.551543998718262,0.26666666666666666,0.3191919191919192,0.3515151515151515,,,14.94949494949495,0.8080808080808081,4.646464646464646,2.6262626262626263,3.0303030303030303,10.303030303030303,1.2121212121212122,3.4343434343434343,1.0101010101010102,6.8686868686868685,1.2121212121212122,7.6767676767676765,5.05050505050505,6.0606060606060606,5.05050505050505,4.242424242424242,8.88888888888889,7.070707070707071,2.6262626262626263,3.2323232323232323
A0A4D6DK93,Streptomyces ipomoeae,bacterial,GH10,330,36685.8377,0.10303030303030303,32.50939393939395,-0.3624242424242424,7.206638526916504,0.3060606060606061,0.26363636363636367,0.3515151515151515,75 - 80,6.5,12.121212121212121,0.6060606060606061,6.0606060606060606,5.757575757575758,3.3333333333333335,9.393939393939394,2.121212121212121,3.0303030303030303,3.0303030303030303,8.181818181818182,1.5151515151515151,2.4242424242424243,3.9393939393939394,4.545454545454546,8.787878787878787,4.545454545454546,5.757575757575758,7.878787878787879,2.727272727272727,4.242424242424242
A0A5P6VQ80,Pseudobutyrivibrio xylanivorans,bacterial,GH10,694,76443.6331,0.11527377521613832,16.463559077809798,-0.4403458213256484,8.638134956359863,0.2507204610951009,0.3357348703170029,0.3919308357348703,,5.6,6.772334293948127,1.0086455331412103,4.322766570605188,3.170028818443804,3.025936599423631,7.780979827089337,1.0086455331412103,4.034582132564841,7.204610951008646,5.9077809798270895,2.0172910662824206,8.93371757925072,4.322766570605188,4.755043227665706,1.2968299711815563,8.213256484149856,9.798270893371757,7.92507204610951,2.161383285302594,6.340057636887608
A0A5P6VU75,Pseudobutyrivibrio xylanivorans,bacterial,GH10,1295,143683.3278,0.09111969111969112,31.09946718146738,-0.6131274131274131,4.602503395080566,0.3335907335907336,0.31351351351351353,0.3366795366795367,,5.6,7.258687258687258,0.7722007722007722,8.494208494208495,10.193050193050192,3.552123552123552,7.181467181467181,1.3127413127413128,4.015444015444015,9.266409266409266,4.864864864864865,1.776061776061776,5.019305019305019,3.2432432432432434,2.3166023166023164,2.0849420849420848,7.413127413127413,6.254826254826255,9.420849420849422,1.6216216216216217,3.9382239382239383
A0A6B9D8N2,Aspergillus sulphureus,fungal,GH11,216,23202.8328,0.1388888888888889,19.012083333333322,-0.46898148148148144,4.938819694519042,0.20833333333333334,0.4027777777777778,0.3703703703703704,50,5.0,7.407407407407407,0.0,2.7777777777777777,4.62962962962963,4.166666666666667,12.962962962962964,0.9259259259259259,4.166666666666667,3.240740740740741,5.092592592592593,0.46296296296296297,9.25925925925926,3.240740740740741,4.166666666666667,1.8518518518518519,12.037037037037036,8.333333333333334,5.555555555555555,2.7777777777777777,6.944444444444445
A0A7G1PUW3,Pestalotiopsis sp. AN 7,fungal,GH10,328,35274.306899999996,0.08536585365853659,23.96036585365853,-0.09329268292682927,6.519170951843263,0.3231707317073171,0.2835365853658537,0.38414634146341464,,,14.329268292682928,1.2195121951219512,5.7926829268292686,3.048780487804878,2.7439024390243905,5.7926829268292686,1.524390243902439,4.878048780487805,5.487804878048781,8.536585365853659,0.9146341463414634,6.097560975609756,3.048780487804878,3.658536585365854,3.048780487804878,7.621951219512195,9.451219512195122,7.012195121951219,2.7439024390243905,3.048780487804878
A0A7M3UE38,Cladosporium tianshanense,fungal,GH10,352,39177.0599,0.10795454545454546,36.88957386363636,-0.37073863636363635,8.65012607574463,0.34375,0.26988636363636365,0.36079545454545453,,,11.363636363636363,1.1363636363636365,5.3977272727272725,6.25,4.829545454545454,7.1022727272727275,1.9886363636363635,5.113636363636363,8.238636363636363,6.818181818181818,1.7045454545454546,5.681818181818182,4.545454545454546,1.7045454545454546,4.545454545454546,4.261363636363637,7.386363636363637,5.965909090909091,2.272727272727273,3.6931818181818183
A0A8D5NM93,Streptomyces thermogriseus,bacterial,GH10,477,51194.3325,0.08385744234800839,26.950524109014673,-0.3549266247379455,7.022480201721191,0.2557651991614256,0.33962264150943394,0.3249475890985325,,,11.530398322851154,2.0964360587002098,6.079664570230608,2.7253668763102725,2.7253668763102725,10.69182389937107,1.4675052410901468,3.1446540880503147,3.1446540880503147,6.7085953878406706,1.4675052410901468,7.127882599580713,3.3542976939203353,5.450733752620545,5.660377358490566,6.7085953878406706,6.7085953878406706,7.547169811320755,2.7253668763102725,2.9350104821802936
A0A8D5NPL2,Streptomyces thermogriseus,bacterial,GH11,331,35420.4376,0.12084592145015105,23.653504531722064,-0.3894259818731118,9.199396705627443,0.16314199395770393,0.3957703927492447,0.3806646525679758,,,7.2507552870090635,0.9063444108761329,3.323262839879154,1.2084592145015105,2.416918429003021,13.595166163141993,0.9063444108761329,3.6253776435045317,1.2084592145015105,4.229607250755287,2.416918429003021,7.854984894259819,3.0211480362537766,3.323262839879154,5.13595166163142,11.782477341389727,11.782477341389727,6.3444108761329305,3.9274924471299095,5.740181268882175
A0A8E4VW23,Aspergillus sulphureus,fungal,GH10,404,43708.3996,0.09900990099009901,28.53269801980198,-0.26534653465346536,6.16659870147705,0.26485148514851486,0.31683168316831684,0.3886138613861386,50,5.0,9.900990099009901,2.227722772277228,5.198019801980198,2.9702970297029703,2.227722772277228,7.920792079207921,1.7326732673267327,3.9603960396039604,5.693069306930693,7.425742574257426,0.49504950495049505,6.435643564356436,4.702970297029703,4.702970297029703,1.7326732673267327,7.425742574257426,9.900990099009901,7.673267326732673,3.217821782178218,4.455445544554456
A0A8H8R2B4,Lachnellula hyalina,fungal,GH11,223,23398.1329,0.13004484304932734,18.681210762331833,-0.16681614349775786,4.984575080871582,0.21973094170403587,0.3632286995515695,0.3991031390134529,,,11.659192825112108,0.0,2.690582959641256,3.587443946188341,3.587443946188341,11.659192825112108,2.242152466367713,3.587443946188341,0.8968609865470852,4.484304932735426,1.345291479820628,5.829596412556054,3.587443946188341,1.7937219730941705,2.242152466367713,12.556053811659194,12.556053811659194,6.278026905829597,2.690582959641256,6.726457399103139
A0A8H8S0Y0,Lachnellula occidentalis,fungal,GH11,223,23370.0829,0.13004484304932734,19.52022421524663,-0.2085201793721973,4.954620933532714,0.2242152466367713,0.3721973094170404,0.37668161434977576,,,12.556053811659194,0.0,3.587443946188341,2.690582959641256,3.587443946188341,11.659192825112108,1.7937219730941705,3.1390134529147984,1.345291479820628,4.484304932735426,1.345291479820628,5.829596412556054,3.587443946188341,3.1390134529147984,2.242152466367713,12.556053811659194,10.762331838565023,6.278026905829597,2.690582959641256,6.726457399103139
A0A8T9BDL5,Lachnellula arida,fungal,GH11,223,23480.1674,0.13004484304932734,16.88340807174887,-0.22556053811659194,4.74272518157959,0.22869955156950672,0.3542600896860987,0.3991031390134529,,,12.10762331838565,0.0,4.0358744394618835,3.587443946188341,3.1390134529147984,11.659192825112108,2.242152466367713,3.587443946188341,1.345291479820628,4.932735426008969,0.8968609865470852,4.932735426008969,3.587443946188341,2.242152466367713,2.242152466367713,11.210762331838565,12.556053811659194,5.829596412556054,2.690582959641256,7.174887892376682
A0A8T9CAR3,Lachnellula suecica,fungal,GH11,166,18070.026,0.12650602409638553,34.0072891566265,-0.21385542168674698,8.546783256530762,0.27710843373493976,0.3253012048192771,0.37349397590361444,,,10.240963855421686,1.2048192771084338,3.0120481927710845,3.6144578313253013,3.6144578313253013,9.63855421686747,1.2048192771084338,3.0120481927710845,3.6144578313253013,7.228915662650603,3.0120481927710845,4.819277108433735,3.0120481927710845,3.0120481927710845,4.216867469879518,12.048192771084338,9.036144578313253,5.421686746987952,3.6144578313253013,5.421686746987952
A0A9P5GH10,Penicillium crustosum (Blue mold fungus),fungal,GH10,360,40406.949199999995,0.12777777777777777,38.315333333333314,-0.27611111111111114,5.152989006042478,0.30833333333333335,0.25277777777777777,0.3888888888888889,,,10.833333333333334,1.6666666666666667,6.944444444444445,4.722222222222222,5.277777777777778,6.388888888888889,1.3888888888888888,4.444444444444445,6.111111111111111,7.777777777777778,1.3888888888888888,5.0,2.2222222222222223,6.666666666666667,3.0555555555555554,4.722222222222222,6.944444444444445,6.944444444444445,1.9444444444444444,5.555555555555555
A0AAV9NYM1,Saxophila tyrrhenica,fungal,GH11,282,29128.178400000004,0.11702127659574467,30.721631205673745,-0.2322695035460993,4.33376865386963,0.2127659574468085,0.400709219858156,0.35460992907801414,,,10.99290780141844,0.7092198581560284,4.25531914893617,4.25531914893617,3.1914893617021276,13.47517730496454,0.7092198581560284,3.5460992907801416,1.4184397163120568,3.5460992907801416,1.0638297872340425,3.900709219858156,4.964539007092198,2.8368794326241136,2.482269503546099,13.47517730496454,9.929078014184396,6.73758865248227,2.482269503546099,6.028368794326241
A0AAW8VCD8,Bacteroides cellulosilyticus,bacterial,GH10,716,81122.8094,0.1187150837988827,32.8848184357542,-0.5043296089385475,6.614262580871583,0.2849162011173184,0.30586592178770955,0.3505586592178771,,,6.70391061452514,0.8379888268156425,7.122905027932961,5.307262569832402,4.748603351955308,8.659217877094973,2.9329608938547485,5.865921787709497,7.5418994413407825,5.865921787709497,3.0726256983240225,5.446927374301676,4.329608938547486,3.631284916201117,4.329608938547486,5.027932960893855,4.888268156424581,6.564245810055866,1.675977653631285,5.446927374301676
A0ABM8UZ22,Thermobacillus xylanilyticus,bacterial,GH10,1474,160427.40709999998,0.08751696065128901,30.359029850746452,-0.3346675712347354,4.622056007385253,0.2930800542740841,0.32632293080054275,0.36092265943012214,,,10.312075983717774,0.0,8.005427408412483,6.241519674355495,2.985074626865672,8.7516960651289,1.6282225237449117,5.4274084124830395,4.07055630936228,7.3270013568521035,1.3568521031207599,5.020352781546811,5.223880597014926,3.2564450474898234,4.409769335142469,5.630936227951153,6.852103120759837,7.734056987788331,1.7639077340569878,4.002713704206242
A0ABM8V1H3,Thermobacillus xylanilyticus,bacterial,GH11,210,23571.7195,0.18571428571428572,11.593333333333334,-0.4228571428571428,9.097149848937988,0.19047619047619047,0.35714285714285715,0.3952380952380952,,,8.571428571428571,0.0,2.857142857142857,1.4285714285714286,2.380952380952381,11.428571428571429,1.4285714285714286,2.380952380952381,2.857142857142857,3.8095238095238093,2.380952380952381,8.571428571428571,2.857142857142857,4.761904761904762,3.3333333333333335,10.0,5.714285714285714,9.047619047619047,6.190476190476191,10.0
A0ABN7RUD1,Thermobacillus xylanilyticus,bacterial,GH11,210,23348.833,0.14285714285714285,25.010952380952375,-0.24190476190476193,7.986101722717286,0.2571428571428572,0.3190476190476191,0.3761904761904762,,,11.904761904761905,0.0,4.285714285714286,2.857142857142857,3.3333333333333335,10.476190476190476,1.9047619047619047,2.857142857142857,1.9047619047619047,7.142857142857143,1.9047619047619047,7.142857142857143,3.8095238095238093,4.285714285714286,5.714285714285714,6.190476190476191,4.761904761904762,8.571428571428571,6.190476190476191,4.761904761904762
A0ABN7S7D7,Thermobacillus xylanilyticus,bacterial,GH10,445,49048.3566,0.07865168539325842,38.24494382022473,-0.36943820224719104,4.600741386413574,0.33932584269662924,0.31910112359550563,0.3146067415730337,,,11.460674157303371,0.0,9.213483146067416,8.314606741573034,3.3707865168539324,7.640449438202247,2.247191011235955,6.51685393258427,4.49438202247191,7.415730337078652,2.247191011235955,3.595505617977528,6.51685393258427,2.4719101123595504,5.393258426966292,4.943820224719101,3.146067415730337,6.51685393258427,2.247191011235955,2.247191011235955
A0ABN7S882,Thermobacillus xylanilyticus,bacterial,GH10,429,47939.9598,0.08158508158508158,36.193706293706306,-0.49627039627039626,4.725787162780762,0.372960372960373,0.2703962703962704,0.30303030303030304,,,13.053613053613054,0.2331002331002331,7.925407925407925,9.79020979020979,3.9627039627039626,6.0606060606060606,2.331002331002331,4.195804195804196,4.195804195804196,7.6923076923076925,2.5641025641025643,3.9627039627039626,5.128205128205129,3.9627039627039626,6.526806526806527,3.9627039627039626,3.9627039627039626,6.293706293706293,1.8648018648018647,2.331002331002331
A0ABN7S928,Thermobacillus xylanilyticus,bacterial,GH10,334,38540.9679,0.11976047904191617,37.60392215568862,-0.4988023952095808,5.541824531555174,0.3473053892215569,0.23353293413173654,0.3473053892215569,,,11.377245508982035,0.5988023952095808,6.88622754491018,8.982035928143713,4.491017964071856,5.9880239520958085,3.2934131736526946,4.191616766467066,4.790419161676646,7.485029940119761,2.095808383233533,3.2934131736526946,4.191616766467066,2.9940119760479043,7.7844311377245505,2.9940119760479043,4.191616766467066,6.88622754491018,3.2934131736526946,4.191616766467066
A5H0S3,Bacillus licheniformis,bacterial,GH11,213,23401.591399999998,0.1596244131455399,24.426291079812195,-0.45774647887323944,9.696641349792483,0.18779342723004694,0.38028169014084506,0.4084507042253521,50,6.0,6.572769953051643,0.0,2.347417840375587,1.408450704225352,3.2863849765258215,12.206572769953052,1.408450704225352,3.2863849765258215,5.164319248826291,4.225352112676056,1.408450704225352,8.450704225352112,3.2863849765258215,1.8779342723004695,3.2863849765258215,11.737089201877934,10.328638497652582,7.042253521126761,5.164319248826291,7.511737089201878
A7TVD4,Streptomyces fradiae (Streptomyces roseoflavus),bacterial,GH10,478,51143.3806,0.08786610878661087,33.05523012552302,-0.3389121338912134,8.27066516876221,0.26569037656903766,0.32426778242677823,0.32217573221757323,60,7.8,13.598326359832637,2.092050209205021,6.066945606694561,2.301255230125523,2.719665271966527,10.460251046025105,1.4644351464435146,2.928870292887029,2.928870292887029,6.2761506276150625,1.4644351464435146,5.648535564853557,4.184100418410042,5.439330543933054,6.066945606694561,6.066945606694561,7.531380753138075,6.694560669456067,3.1380753138075312,2.928870292887029
B1A3N2,Paenibacillus curdlanolyticus,bacterial,GH10,1276,138238.1047,0.09090909090909091,22.06999216300951,-0.3906739811912226,4.743464088439941,0.28605015673981193,0.3377742946708464,0.3605015673981191,,7.0,9.87460815047022,0.0,8.150470219435737,5.015673981191223,3.3699059561128526,8.5423197492163,1.64576802507837,4.858934169278997,5.721003134796239,6.347962382445141,1.64576802507837,6.347962382445141,3.134796238244514,3.4482758620689653,2.8213166144200628,7.601880877742946,8.072100313479623,7.6802507836990594,1.4890282131661443,4.231974921630094
B3PC74,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH10,378,43262.0309,0.09523809523809523,33.28280423280423,-0.4031746031746032,6.9348344802856445,0.3492063492063492,0.25396825396825395,0.35714285714285715,,,8.994708994708995,0.26455026455026454,7.142857142857143,5.8201058201058204,3.9682539682539684,5.291005291005291,3.7037037037037037,6.349206349206349,7.407407407407407,10.052910052910052,2.6455026455026456,3.7037037037037037,4.761904761904762,4.761904761904762,5.291005291005291,4.497354497354498,4.497354497354498,5.291005291005291,2.380952380952381,3.1746031746031744
B3PDA8,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH10,606,64883.2702,0.07755775577557755,39.13466996699679,-0.17607260726072607,4.692706871032715,0.28052805280528054,0.34983498349834985,0.3481848184818482,,,10.891089108910892,1.155115511551155,7.260726072607261,3.7953795379537953,3.3003300330033003,5.9405940594059405,1.9801980198019802,5.2805280528052805,4.29042904290429,6.765676567656766,2.31023102310231,6.435643564356436,3.3003300330033003,3.6303630363036303,2.145214521452145,12.046204620462046,7.590759075907591,7.425742574257426,1.6501650165016502,2.8052805280528053
B3PIN0,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH11,357,37897.5262,0.11764705882352941,32.80117647058824,-0.4843137254901961,8.669659996032717,0.14565826330532214,0.43137254901960786,0.35294117647058826,,,5.882352941176471,1.4005602240896358,3.361344537815126,1.680672268907563,2.5210084033613445,14.005602240896359,0.8403361344537815,4.761904761904762,2.2408963585434174,3.9215686274509802,0.8403361344537815,8.96358543417367,1.4005602240896358,4.761904761904762,3.9215686274509802,15.406162464985995,8.96358543417367,5.882352941176471,2.5210084033613445,6.722689075630252
B5SYI8,Bacillus licheniformis,bacterial,GH11,213,23432.6054,0.1596244131455399,24.426291079812195,-0.4666666666666667,9.696641349792483,0.18779342723004694,0.3755868544600939,0.4084507042253521,50,6.0,6.572769953051643,0.0,2.347417840375587,1.408450704225352,3.2863849765258215,12.206572769953052,1.408450704225352,3.2863849765258215,5.164319248826291,4.225352112676056,1.408450704225352,8.450704225352112,2.816901408450704,2.347417840375587,3.2863849765258215,11.737089201877934,10.328638497652582,7.042253521126761,5.164319248826291,7.511737089201878
B9VSZ3,Demequina sp. JK4,bacterial,GH10,471,49421.8835,0.07643312101910828,29.942675159235655,-0.35371549893842885,8.88066501617432,0.24203821656050956,0.346072186836518,0.3248407643312102,55,5.5,14.012738853503185,1.2738853503184713,4.033970276008493,2.1231422505307855,2.760084925690021,9.554140127388536,1.4861995753715498,3.397027600849257,1.6985138004246285,4.45859872611465,1.910828025477707,7.006369426751593,4.670912951167728,4.883227176220807,5.520169851380042,9.341825902335456,11.252653927813164,5.732484076433121,2.335456475583864,2.5477707006369426
D2KPJ0,Bacillus sp. JB99,bacterial,GH11,210,23312.4401,0.1523809523809524,23.032857142857136,-0.3961904761904762,9.184697914123536,0.1380952380952381,0.3523809523809524,0.4380952380952381,,,5.238095238095238,0.47619047619047616,2.857142857142857,1.9047619047619047,3.3333333333333335,11.904761904761905,1.4285714285714286,3.8095238095238093,1.9047619047619047,3.3333333333333335,1.4285714285714286,8.571428571428571,3.3333333333333335,3.8095238095238093,4.761904761904762,8.571428571428571,11.904761904761905,9.523809523809524,5.238095238095238,6.666666666666667
D3GKE3,Paenibacillus curdlanolyticus,bacterial,GH11,385,41425.942899999995,0.11168831168831168,22.806779220779227,-0.5212987012987014,6.438686943054199,0.21038961038961038,0.39220779220779217,0.37402597402597404,,6.0,5.714285714285714,0.2597402597402597,3.3766233766233764,3.6363636363636362,3.116883116883117,13.766233766233766,1.0389610389610389,4.675324675324675,4.1558441558441555,4.935064935064935,2.5974025974025974,10.909090909090908,2.3376623376623376,3.3766233766233764,2.5974025974025974,8.831168831168831,11.168831168831169,5.454545454545454,2.3376623376623376,5.714285714285714
D6CGY9,Bacteroides xylanisolvens,bacterial,GH10,378,43149.9527,0.09523809523809523,29.473571428571418,-0.44100529100529096,7.720121955871583,0.3465608465608465,0.24603174603174602,0.35185185185185186,,,8.465608465608465,0.5291005291005291,6.349206349206349,7.407407407407407,4.232804232804233,5.291005291005291,2.380952380952381,5.8201058201058204,8.73015873015873,6.349206349206349,3.7037037037037037,3.9682539682539684,4.232804232804233,3.7037037037037037,5.291005291005291,4.761904761904762,5.555555555555555,7.936507936507937,1.8518518518518519,3.439153439153439
E0RXQ0,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,434,48532.6259,0.11059907834101383,28.641036866359453,-0.45875576036866356,4.549472618103027,0.33410138248847926,0.30184331797235026,0.3317972350230415,,,8.525345622119815,2.304147465437788,7.373271889400922,8.064516129032258,4.147465437788019,7.142857142857143,1.8433179723502304,4.147465437788019,6.221198156682028,6.912442396313364,3.686635944700461,5.529953917050691,3.456221198156682,3.9170506912442398,2.0737327188940093,6.682027649769585,5.76036866359447,5.299539170506913,1.3824884792626728,5.529953917050691
E0RYH1,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,476,53629.4024,0.10714285714285715,45.097710084033636,-0.7090336134453782,4.677871894836425,0.29831932773109243,0.3214285714285714,0.3403361344537815,,,6.092436974789916,1.4705882352941178,6.722689075630252,9.243697478991596,2.9411764705882355,6.932773109243698,2.310924369747899,3.1512605042016806,6.512605042016807,5.882352941176471,2.100840336134454,6.302521008403361,3.991596638655462,3.5714285714285716,2.5210084033613445,8.193277310924369,7.142857142857143,7.142857142857143,2.73109243697479,5.042016806722689
E0S1S5,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,996,109454.9694,0.12248995983935743,25.625853413654635,-0.4669678714859438,5.490044212341308,0.23795180722891565,0.3724899598393574,0.3614457831325301,,,6.626506024096385,1.3052208835341366,4.618473895582329,4.317269076305221,3.4136546184738954,9.538152610441767,1.3052208835341366,5.321285140562249,5.622489959839357,5.220883534136546,2.0080321285140563,9.939759036144578,4.016064257028113,3.6144578313253013,1.8072289156626506,9.136546184738956,6.927710843373494,6.42570281124498,2.0080321285140563,6.827309236947791
E0S1Z8,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,692,79690.1152,0.1329479768786127,37.76361271676307,-0.43453757225433526,5.1876039505004865,0.3265895953757225,0.2745664739884393,0.3699421965317919,,,7.658959537572255,1.300578034682081,6.358381502890174,7.9479768786127165,5.635838150289017,5.3468208092485545,2.601156069364162,5.057803468208093,6.358381502890174,7.514450867052023,3.179190751445087,5.635838150289017,4.624277456647399,2.4566473988439306,4.046242774566474,5.491329479768786,5.635838150289017,5.491329479768786,2.167630057803468,5.491329479768786
E0S2F5,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,1233,136886.414,0.10867802108678022,27.760356853203763,-0.4490673154906732,4.554701805114747,0.32684509326845096,0.29034874290348744,0.36496350364963503,,,9.164639091646391,0.8921330089213301,8.19140308191403,9.083536090835361,4.4606650446066505,7.0559610705596105,0.9732360097323601,3.8929440389294405,7.785888077858881,4.947283049472831,1.70316301703163,5.19059205190592,3.0819140308191404,2.2708840227088403,2.59529602595296,5.51500405515004,7.0559610705596105,9.732360097323602,1.5409570154095702,4.866180048661801
E3WF08,Paenibacillus curdlanolyticus,bacterial,GH10,349,40472.9089,0.11174785100286533,43.62151862464184,-0.4911174785100287,5.5188615798950185,0.30659025787965616,0.2521489971346705,0.3667621776504298,,7.5,8.30945558739255,0.5730659025787965,7.4498567335243555,8.30945558739255,4.871060171919771,5.157593123209169,4.584527220630372,6.303724928366762,4.584527220630372,7.736389684813753,1.7191977077363896,4.871060171919771,2.865329512893983,3.151862464183381,6.876790830945558,4.871060171919771,4.871060171919771,6.590257879656161,2.5787965616045847,3.7249283667621778
E9NSU0,Aspergillus usamii (Aspergillus shirousami),fungal,GH10,327,35485.7492,0.09174311926605505,31.04223241590213,-0.14036697247706423,6.169554328918457,0.30275229357798167,0.3180428134556575,0.3669724770642202,,,10.703363914373089,0.6116207951070336,5.81039755351682,3.9755351681957185,3.058103975535168,7.339449541284404,2.140672782874618,7.6452599388379205,6.72782874617737,7.033639143730887,1.834862385321101,5.504587155963303,4.281345565749236,3.363914373088685,2.140672782874618,8.868501529051988,6.116207951070336,6.72782874617737,2.140672782874618,3.9755351681957185
