metric_x,metric_y,n,spearman_r,spearman_p,pearson_r,pearson_p,abs_spearman_r
duet_n_stabilizing_mut,docking_score_mean_norm_dock,20,-0.24835772100646727,0.2910461622071793,-0.2949307640950208,0.2068226554438326,0.24835772100646727
duet_n_stabilizing_mut,rank_docking_dock,20,0.24835772100646727,0.2910461622071793,0.2819958189783798,0.2283743443524977,0.24835772100646727
gravy,secondary_structure_fraction_sheet,155,0.2478927752987974,0.0018712052830931886,0.09071017993961276,0.2616469240727551,0.2478927752987974
thermoprot_probability,score_structure,155,-0.24417070164304233,0.0022002927378777983,-0.11100446725309936,0.16911245553679854,0.24417070164304233
score_thermoprot,score_structure,155,-0.24417070164304233,0.0022002927378777983,-0.11100446725309938,0.16911245553679854,0.24417070164304233
aromaticity,xylanase_candidate_label,155,0.243402559708406,0.0022744228786521236,0.23163236479538787,0.00373158290566023,0.243402559708406
thermoprot_probability,duet_worst_ddg,20,0.24060150375939846,0.3068610916782757,0.2946002935062998,0.20735584010531147,0.24060150375939846
thermoprot_probability,duet_worst_ddg_mut,20,0.24060150375939846,0.3068610916782757,0.2946002935062998,0.20735584010531147,0.24060150375939846
duet_worst_ddg,score_thermoprot,20,0.24060150375939846,0.3068610916782757,0.2946002935062998,0.20735584010531147,0.24060150375939846
score_thermoprot,duet_worst_ddg_mut,20,0.24060150375939846,0.3068610916782757,0.2946002935062998,0.20735584010531147,0.24060150375939846
gravy,secondary_structure_fraction_turn,155,-0.23869038843520576,0.002780909933130954,-0.17244160079019377,0.03190472689838068,0.23869038843520576
length,xylanase_candidate_label,155,-0.23844414336685488,0.0028099873786123376,-0.15352444463454257,0.05649279045752364,0.23844414336685488
predicted_pI,vina_xylobiose_score,145,0.23710217096069436,0.0040860676034831876,0.24736502302514282,0.0027029046635959147,0.23710217096069436
predicted_pI,vina_xylobiose_score_norm,145,-0.23710217096069436,0.0040860676034831876,-0.24736502302514277,0.0027029046635959147,0.23710217096069436
predicted_pI,vina_xylobiose_score_dock,145,0.23710217096069436,0.0040860676034831876,0.24736502302514282,0.0027029046635959147,0.23710217096069436
predicted_pI,vina_xylobiose_score_norm_dock,145,-0.23710217096069436,0.0040860676034831876,-0.24736502302514277,0.0027029046635959147,0.23710217096069436
secondary_structure_fraction_sheet,duet_best_ddg,20,0.23609022556390977,0.3162939707830972,0.2369719116942567,0.31443688178712376,0.23609022556390977
secondary_structure_fraction_sheet,score_duet,20,0.23609022556390977,0.3162939707830972,0.23697191169425677,0.3144368817871233,0.23609022556390977
secondary_structure_fraction_sheet,duet_best_ddg_mut,20,0.23609022556390977,0.3162939707830972,0.2369719116942567,0.31443688178712376,0.23609022556390977
score_opt_temp,score_salt_bridge_proxy,10,-0.23426064283290912,0.5147629649941692,0.00593743393767903,0.9870123211240084,0.23426064283290912
salt_bridge_proxy,score_opt_temp,10,-0.2342606428329091,0.5147629649941694,0.005937433937679128,0.9870123211240079,0.2342606428329091
instability_index,predicted_pI,155,-0.23144449582870089,0.0037604714845999886,-0.23888269041140966,0.0027583917938175666,0.23144449582870089
predicted_pI,score_instability,155,0.23144449582870089,0.0037604714845999886,0.23888269041140978,0.002758391793817541,0.23144449582870089
xylanase_candidate_label,duet_mean_ddg_mut,20,0.231229325206432,0.32665013864442727,0.21042673031691886,0.37320128367802846,0.231229325206432
duet_mean_ddg,xylanase_candidate_label,20,0.23122932520643197,0.32665013864442755,0.21042673031691883,0.37320128367802846,0.23122932520643197
predicted_pI,optimum_pH_x,23,0.22784420171736725,0.295746239130064,0.25425826644590255,0.2417019665454282,0.22784420171736725
predicted_pI,optimum_pH_y,23,0.22784420171736725,0.295746239130064,0.25425826644590255,0.2417019665454282,0.22784420171736725
vina_xylobiose_score,duet_mean_ddg,20,0.22556390977443608,0.33897093917086674,0.22068736304313102,0.3497910789325985,0.22556390977443608
vina_xylobiose_score,duet_mean_ddg_mut,20,0.22556390977443608,0.33897093917086674,0.22068736304313102,0.3497910789325985,0.22556390977443608
vina_xylobiose_score_norm,duet_mean_ddg,20,-0.22556390977443608,0.33897093917086674,-0.22068736304313105,0.3497910789325985,0.22556390977443608
vina_xylobiose_score_norm,duet_mean_ddg_mut,20,-0.22556390977443608,0.33897093917086674,-0.22068736304313105,0.3497910789325985,0.22556390977443608
docking_score_mean_norm,duet_mean_ddg,20,-0.22556390977443608,0.33897093917086674,-0.28085072159952634,0.23035002199509186,0.22556390977443608
docking_score_mean_norm,duet_mean_ddg_mut,20,-0.22556390977443608,0.33897093917086674,-0.28085072159952634,0.23035002199509186,0.22556390977443608
rank_docking,duet_mean_ddg,20,0.22556390977443608,0.33897093917086674,0.29401368566571845,0.20830452139720626,0.22556390977443608
rank_docking,duet_mean_ddg_mut,20,0.22556390977443608,0.33897093917086674,0.29401368566571845,0.20830452139720626,0.22556390977443608
duet_mean_ddg,score_docking,20,-0.22556390977443608,0.33897093917086674,-0.28085072159952634,0.23035002199509186,0.22556390977443608
duet_mean_ddg,vina_xylobiose_score_dock,20,0.22556390977443608,0.33897093917086674,0.22068736304313102,0.3497910789325985,0.22556390977443608
duet_mean_ddg,vina_xylobiose_score_norm_dock,20,-0.22556390977443608,0.33897093917086674,-0.22068736304313105,0.3497910789325985,0.22556390977443608
duet_mean_ddg,docking_score_mean_norm_dock,20,-0.22556390977443608,0.33897093917086674,-0.28085072159952634,0.23035002199509186,0.22556390977443608
duet_mean_ddg,rank_docking_dock,20,0.22556390977443608,0.33897093917086674,0.29401368566571845,0.20830452139720626,0.22556390977443608
score_docking,duet_mean_ddg_mut,20,-0.22556390977443608,0.33897093917086674,-0.28085072159952634,0.23035002199509186,0.22556390977443608
duet_mean_ddg_mut,vina_xylobiose_score_dock,20,0.22556390977443608,0.33897093917086674,0.22068736304313102,0.3497910789325985,0.22556390977443608
duet_mean_ddg_mut,vina_xylobiose_score_norm_dock,20,-0.22556390977443608,0.33897093917086674,-0.22068736304313105,0.3497910789325985,0.22556390977443608
duet_mean_ddg_mut,docking_score_mean_norm_dock,20,-0.22556390977443608,0.33897093917086674,-0.28085072159952634,0.23035002199509186,0.22556390977443608
duet_mean_ddg_mut,rank_docking_dock,20,0.22556390977443608,0.33897093917086674,0.29401368566571845,0.20830452139720626,0.22556390977443608
vina_xylotriose_score,duet_worst_ddg,20,0.22255639097744356,0.34562063374685487,0.30707218508976275,0.18786136164557057,0.22255639097744356
vina_xylotriose_score,duet_worst_ddg_mut,20,0.22255639097744356,0.34562063374685487,0.30707218508976275,0.18786136164557057,0.22255639097744356
vina_xylotriose_score_norm,duet_worst_ddg,20,-0.22255639097744356,0.34562063374685487,-0.30707218508976286,0.18786136164557057,0.22255639097744356
vina_xylotriose_score_norm,duet_worst_ddg_mut,20,-0.22255639097744356,0.34562063374685487,-0.30707218508976286,0.18786136164557057,0.22255639097744356
duet_worst_ddg,vina_xylotriose_score_dock,20,0.22255639097744356,0.34562063374685487,0.30707218508976275,0.18786136164557057,0.22255639097744356
duet_worst_ddg,vina_xylotriose_score_norm_dock,20,-0.22255639097744356,0.34562063374685487,-0.30707218508976286,0.18786136164557057,0.22255639097744356
duet_worst_ddg_mut,vina_xylotriose_score_dock,20,0.22255639097744356,0.34562063374685487,0.30707218508976275,0.18786136164557057,0.22255639097744356
duet_worst_ddg_mut,vina_xylotriose_score_norm_dock,20,-0.22255639097744356,0.34562063374685487,-0.30707218508976286,0.18786136164557057,0.22255639097744356
predicted_pI,secondary_structure_fraction_turn,155,0.22179925025204242,0.0055429540024574606,0.18504861111869192,0.021159112102618543,0.22179925025204242
hbond_proxy,xylanase_candidate_label,145,-0.22159016284005767,0.0073933129074280355,-0.13534192253599953,0.10456711539543204,0.22159016284005767
score_hbond_proxy,xylanase_candidate_label,145,-0.22159016284005767,0.0073933129074280355,-0.13534192253599958,0.10456711539543204,0.22159016284005767
hbond_proxy,composite_score,145,-0.219110489161959,0.008100309725192757,-0.08801217665650511,0.2924883375033091,0.219110489161959
hbond_proxy,composite_rank,145,0.219110489161959,0.008100309725192757,0.0840919852365638,0.3145984341899126,0.219110489161959
score_hbond_proxy,composite_score,145,-0.219110489161959,0.008100309725192757,-0.08801217665650508,0.2924883375033091,0.219110489161959
score_hbond_proxy,composite_rank,145,0.219110489161959,0.008100309725192757,0.08409198523656383,0.3145984341899126,0.219110489161959
docking_score_mean_norm,duet_worst_ddg,20,-0.2150375939849624,0.362573887024551,-0.30924672353368243,0.18459361110439335,0.2150375939849624
docking_score_mean_norm,duet_worst_ddg_mut,20,-0.2150375939849624,0.362573887024551,-0.30924672353368243,0.18459361110439335,0.2150375939849624
rank_docking,duet_worst_ddg,20,0.2150375939849624,0.362573887024551,0.3375630631565094,0.1455165504630859,0.2150375939849624
rank_docking,duet_worst_ddg_mut,20,0.2150375939849624,0.362573887024551,0.3375630631565094,0.1455165504630859,0.2150375939849624
duet_worst_ddg,score_docking,20,-0.2150375939849624,0.362573887024551,-0.30924672353368243,0.18459361110439335,0.2150375939849624
duet_worst_ddg,docking_score_mean_norm_dock,20,-0.2150375939849624,0.362573887024551,-0.30924672353368243,0.18459361110439335,0.2150375939849624
duet_worst_ddg,rank_docking_dock,20,0.2150375939849624,0.362573887024551,0.3375630631565094,0.1455165504630859,0.2150375939849624
score_docking,duet_worst_ddg_mut,20,-0.2150375939849624,0.362573887024551,-0.30924672353368243,0.18459361110439335,0.2150375939849624
duet_worst_ddg_mut,docking_score_mean_norm_dock,20,-0.2150375939849624,0.362573887024551,-0.30924672353368243,0.18459361110439335,0.2150375939849624
duet_worst_ddg_mut,rank_docking_dock,20,0.2150375939849624,0.362573887024551,0.3375630631565094,0.1455165504630859,0.2150375939849624
predicted_pI,docking_score_mean_norm,145,-0.2142951336028583,0.009646173614604368,-0.21022539243664098,0.011149850273788809,0.2142951336028583
predicted_pI,rank_docking,145,0.2142951336028583,0.009646173614604368,0.20683526689304127,0.012555903461099856,0.2142951336028583
predicted_pI,score_docking,145,-0.2142951336028583,0.009646173614604368,-0.21022539243664098,0.011149850273788809,0.2142951336028583
predicted_pI,docking_score_mean_norm_dock,145,-0.2142951336028583,0.009646173614604368,-0.21022539243664098,0.011149850273788809,0.2142951336028583
predicted_pI,rank_docking_dock,145,0.2142951336028583,0.009646173614604368,0.20683526689304127,0.012555903461099856,0.2142951336028583
gravy,optimum_pH_x,23,-0.21421114634397093,0.32635302696410906,-0.31700042622897934,0.14052967358318133,0.21421114634397093
gravy,optimum_pH_y,23,-0.21421114634397093,0.32635302696410906,-0.31700042622897934,0.14052967358318133,0.21421114634397093
vina_xylotriose_score,duet_n_stabilizing,20,0.2068316711918811,0.3816082050655723,0.11369466834007327,0.6331688960048142,0.2068316711918811
vina_xylotriose_score,duet_n_stabilizing_mut,20,0.2068316711918811,0.3816082050655723,0.11369466834007327,0.6331688960048142,0.2068316711918811
vina_xylotriose_score_norm,duet_n_stabilizing,20,-0.2068316711918811,0.3816082050655723,-0.11369466834007319,0.6331688960048142,0.2068316711918811
vina_xylotriose_score_norm,duet_n_stabilizing_mut,20,-0.2068316711918811,0.3816082050655723,-0.11369466834007319,0.6331688960048142,0.2068316711918811
duet_n_stabilizing,vina_xylotriose_score_dock,20,0.2068316711918811,0.3816082050655723,0.11369466834007327,0.6331688960048142,0.2068316711918811
duet_n_stabilizing,vina_xylotriose_score_norm_dock,20,-0.2068316711918811,0.3816082050655723,-0.11369466834007319,0.6331688960048142,0.2068316711918811
duet_n_stabilizing_mut,vina_xylotriose_score_dock,20,0.2068316711918811,0.3816082050655723,0.11369466834007327,0.6331688960048142,0.2068316711918811
duet_n_stabilizing_mut,vina_xylotriose_score_norm_dock,20,-0.2068316711918811,0.3816082050655723,-0.11369466834007319,0.6331688960048142,0.2068316711918811
instability_index,dbd2_score,20,0.20601503759398496,0.3835325530925867,0.14259305907811223,0.5486979487464447,0.20601503759398496
instability_index,score_dbd2,20,-0.20601503759398496,0.3835325530925867,-0.14259305907811212,0.5486979487464447,0.20601503759398496
instability_index,dbd2_score_mut,20,0.20601503759398496,0.3835325530925867,0.14259305907811223,0.5486979487464447,0.20601503759398496
dbd2_score,score_instability,20,-0.20601503759398496,0.3835325530925867,-0.14259305907811204,0.5486979487464454,0.20601503759398496
score_dbd2,score_instability,20,0.20601503759398496,0.3835325530925867,0.14259305907811196,0.5486979487464454,0.20601503759398496
score_instability,dbd2_score_mut,20,-0.20601503759398496,0.3835325530925867,-0.14259305907811204,0.5486979487464454,0.20601503759398496
thermoprot_probability,duet_n_stabilizing,20,-0.2036373596676822,0.3891662259774942,-0.28635607798721346,0.22095256997164653,0.2036373596676822
thermoprot_probability,duet_n_stabilizing_mut,20,-0.2036373596676822,0.3891662259774942,-0.28635607798721346,0.22095256997164653,0.2036373596676822
score_thermoprot,duet_n_stabilizing_mut,20,-0.2036373596676822,0.3891662259774942,-0.28635607798721346,0.22095256997164653,0.2036373596676822
duet_n_stabilizing,score_thermoprot,20,-0.20363735966768218,0.3891662259774941,-0.28635607798721346,0.22095256997164653,0.20363735966768218
instability_index,score_structure,155,-0.20081064815656743,0.01223093638048205,-0.16891610910815835,0.035633242361056305,0.20081064815656743
score_instability,score_structure,155,0.20081064815656743,0.01223093638048205,0.16891610910815838,0.035633242361056305,0.20081064815656743
secondary_structure_fraction_helix,duet_worst_ddg,20,0.19097744360902258,0.41992697220250486,0.072571902815627,0.7610861796246965,0.19097744360902258
secondary_structure_fraction_helix,duet_worst_ddg_mut,20,0.19097744360902258,0.41992697220250486,0.072571902815627,0.7610861796246965,0.19097744360902258
hbond_proxy,duet_best_ddg,20,0.19097744360902258,0.41992697220250486,0.13877980668668702,0.5595467952954268,0.19097744360902258
hbond_proxy,score_duet,20,0.19097744360902258,0.41992697220250486,0.13877980668668705,0.5595467952954268,0.19097744360902258
hbond_proxy,duet_best_ddg_mut,20,0.19097744360902258,0.41992697220250486,0.13877980668668702,0.5595467952954268,0.19097744360902258
duet_best_ddg,score_hbond_proxy,20,0.19097744360902258,0.41992697220250486,0.138779806686687,0.5595467952954268,0.19097744360902258
score_duet,score_hbond_proxy,20,0.19097744360902258,0.41992697220250486,0.13877980668668696,0.5595467952954268,0.19097744360902258
score_hbond_proxy,duet_best_ddg_mut,20,0.19097744360902258,0.41992697220250486,0.138779806686687,0.5595467952954268,0.19097744360902258
length,duet_mean_ddg,20,0.18954495511175307,0.42348767889913413,0.25646927369619865,0.2750533772628387,0.18954495511175307
length,duet_mean_ddg_mut,20,0.18954495511175307,0.42348767889913413,0.25646927369619865,0.2750533772628387,0.18954495511175307
secondary_structure_fraction_sheet,duet_n_stabilizing,20,0.18686722416563778,0.4301867399163339,0.24110788019619742,0.30581302785517617,0.18686722416563778
secondary_structure_fraction_sheet,duet_n_stabilizing_mut,20,0.18686722416563778,0.4301867399163339,0.24110788019619742,0.30581302785517617,0.18686722416563778
molecular_weight,composite_score,155,-0.1829356914189048,0.02270533098121504,-0.053227589477630385,0.5106791539033415,0.1829356914189048
molecular_weight,composite_rank,155,0.1829356914189048,0.02270533098121504,0.05311072673612079,0.5116090343170473,0.1829356914189048
molecular_weight,duet_mean_ddg,20,0.1819548872180451,0.4426210667757499,0.24173423427504728,0.304519646614995,0.1819548872180451
molecular_weight,duet_mean_ddg_mut,20,0.1819548872180451,0.4426210667757499,0.24173423427504728,0.304519646614995,0.1819548872180451
thermoprot_probability,duet_mean_ddg,20,0.17593984962406017,0.4580986587024855,0.11439457744820083,0.6310646110667455,0.17593984962406017
thermoprot_probability,duet_mean_ddg_mut,20,0.17593984962406017,0.4580986587024855,0.11439457744820086,0.6310646110667455,0.17593984962406017
duet_mean_ddg,score_thermoprot,20,0.17593984962406017,0.4580986587024855,0.11439457744820086,0.6310646110667455,0.17593984962406017
score_thermoprot,duet_mean_ddg_mut,20,0.17593984962406017,0.4580986587024855,0.11439457744820089,0.6310646110667455,0.17593984962406017
hbond_proxy,duet_worst_ddg,20,-0.1744360902255639,0.46201088623928194,-0.11937268007165444,0.6161774321921658,0.1744360902255639
hbond_proxy,duet_worst_ddg_mut,20,-0.1744360902255639,0.46201088623928194,-0.11937268007165444,0.6161774321921658,0.1744360902255639
duet_worst_ddg,score_hbond_proxy,20,-0.1744360902255639,0.46201088623928194,-0.11937268007165448,0.6161774321921651,0.1744360902255639
score_hbond_proxy,duet_worst_ddg_mut,20,-0.1744360902255639,0.46201088623928194,-0.11937268007165448,0.6161774321921651,0.1744360902255639
duet_best_ddg,score_structure,20,0.16842105263157892,0.47782867579643046,0.20202237254153566,0.39301886276760195,0.16842105263157892
score_duet,score_structure,20,0.16842105263157892,0.47782867579643046,0.2020223725415357,0.39301886276760195,0.16842105263157892
score_structure,duet_best_ddg_mut,20,0.16842105263157892,0.47782867579643046,0.20202237254153566,0.39301886276760195,0.16842105263157892
dbd2_score,duet_mean_ddg,20,0.16691729323308271,0.4818249184315468,0.17759570559053678,0.45381046221334187,0.16691729323308271
dbd2_score,duet_mean_ddg_mut,20,0.16691729323308271,0.4818249184315468,0.17759570559053678,0.45381046221334187,0.16691729323308271
duet_mean_ddg,score_dbd2,20,-0.16691729323308271,0.4818249184315468,-0.17759570559053672,0.45381046221334187,0.16691729323308271
duet_mean_ddg,dbd2_score_mut,20,0.16691729323308271,0.4818249184315468,0.17759570559053678,0.45381046221334187,0.16691729323308271
score_dbd2,duet_mean_ddg_mut,20,-0.16691729323308271,0.4818249184315468,-0.17759570559053672,0.45381046221334187,0.16691729323308271
duet_mean_ddg_mut,dbd2_score_mut,20,0.16691729323308271,0.4818249184315468,0.17759570559053678,0.45381046221334187,0.16691729323308271
instability_index,duet_worst_ddg,20,0.1639097744360902,0.4898669433807744,0.10541736441408867,0.658256920740899,0.1639097744360902
instability_index,duet_worst_ddg_mut,20,0.1639097744360902,0.4898669433807744,0.10541736441408867,0.658256920740899,0.1639097744360902
duet_best_ddg,duet_worst_ddg,20,-0.1639097744360902,0.4898669433807744,0.06257557705431206,0.7932568247453304,0.1639097744360902
duet_best_ddg,duet_worst_ddg_mut,20,-0.1639097744360902,0.4898669433807744,0.06257557705431206,0.7932568247453304,0.1639097744360902
duet_worst_ddg,score_duet,20,-0.1639097744360902,0.4898669433807744,0.06257557705431209,0.7932568247453304,0.1639097744360902
duet_worst_ddg,score_instability,20,-0.1639097744360902,0.4898669433807744,-0.10541736441408861,0.6582569207408997,0.1639097744360902
duet_worst_ddg,duet_best_ddg_mut,20,-0.1639097744360902,0.4898669433807744,0.06257557705431206,0.7932568247453304,0.1639097744360902
score_duet,duet_worst_ddg_mut,20,-0.1639097744360902,0.4898669433807744,0.06257557705431209,0.7932568247453304,0.1639097744360902
score_instability,duet_worst_ddg_mut,20,-0.1639097744360902,0.4898669433807744,-0.10541736441408861,0.6582569207408997,0.1639097744360902
duet_best_ddg_mut,duet_worst_ddg_mut,20,-0.1639097744360902,0.4898669433807744,0.06257557705431206,0.7932568247453304,0.1639097744360902
secondary_structure_fraction_helix,duet_n_stabilizing,20,-0.16370846561519548,0.49040758291095504,-0.26065731958594995,0.2670153007981757,0.16370846561519548
secondary_structure_fraction_helix,duet_n_stabilizing_mut,20,-0.16370846561519548,0.49040758291095504,-0.26065731958594995,0.2670153007981757,0.16370846561519548
instability_index,duet_best_ddg,20,-0.1609022556390977,0.4979744144247944,-0.17304604916030453,0.46564235725419106,0.1609022556390977
instability_index,score_duet,20,-0.1609022556390977,0.4979744144247944,-0.17304604916030455,0.46564235725419106,0.1609022556390977
instability_index,duet_best_ddg_mut,20,-0.1609022556390977,0.4979744144247944,-0.17304604916030453,0.46564235725419106,0.1609022556390977
predicted_pI,duet_best_ddg,20,-0.1609022556390977,0.4979744144247944,-0.3744493132212173,0.10382734612724921,0.1609022556390977
predicted_pI,score_duet,20,-0.1609022556390977,0.4979744144247944,-0.3744493132212174,0.10382734612724899,0.1609022556390977
predicted_pI,duet_best_ddg_mut,20,-0.1609022556390977,0.4979744144247944,-0.3744493132212173,0.10382734612724921,0.1609022556390977
duet_best_ddg,score_instability,20,0.1609022556390977,0.4979744144247944,0.1730460491603044,0.4656423572541917,0.1609022556390977
score_duet,score_instability,20,0.1609022556390977,0.4979744144247944,0.1730460491603044,0.4656423572541917,0.1609022556390977
score_instability,duet_best_ddg_mut,20,0.1609022556390977,0.4979744144247944,0.1730460491603044,0.4656423572541917,0.1609022556390977
duet_best_ddg,composite_score,20,0.15789473684210525,0.5061465835201626,0.37986314292576157,0.09853115198241953,0.15789473684210525
duet_best_ddg,composite_rank,20,-0.15789473684210525,0.5061465835201626,-0.33831513205276714,0.14456489530207434,0.15789473684210525
score_duet,composite_score,20,0.15789473684210525,0.5061465835201626,0.3798631429257615,0.09853115198241953,0.15789473684210525
score_duet,composite_rank,20,-0.15789473684210525,0.5061465835201626,-0.3383151320527672,0.14456489530207434,0.15789473684210525
composite_score,duet_best_ddg_mut,20,0.15789473684210525,0.5061465835201626,0.37986314292576157,0.09853115198241953,0.15789473684210525
composite_rank,duet_best_ddg_mut,20,-0.15789473684210525,0.5061465835201626,-0.33831513205276714,0.14456489530207434,0.15789473684210525
secondary_structure_fraction_turn,secondary_structure_fraction_sheet,155,0.15680805416235072,0.05135356914214341,0.08119551945676154,0.31520856975557265,0.15680805416235072
salt_bridge_proxy,dbd2_score,20,-0.156390977443609,0.5102566899029022,-0.374284928013986,0.10399132536129488,0.156390977443609
salt_bridge_proxy,score_dbd2,20,0.156390977443609,0.5102566899029022,0.3742849280139859,0.10399132536129488,0.156390977443609
salt_bridge_proxy,dbd2_score_mut,20,-0.156390977443609,0.5102566899029022,-0.374284928013986,0.10399132536129488,0.156390977443609
dbd2_score,duet_worst_ddg,20,0.156390977443609,0.5102566899029022,0.0870435603568885,0.7151864243394789,0.156390977443609
dbd2_score,score_salt_bridge_proxy,20,-0.156390977443609,0.5102566899029022,-0.37428492801398583,0.10399132536129488,0.156390977443609
dbd2_score,duet_worst_ddg_mut,20,0.156390977443609,0.5102566899029022,0.0870435603568885,0.7151864243394789,0.156390977443609
duet_worst_ddg,score_dbd2,20,-0.156390977443609,0.5102566899029022,-0.08704356035688846,0.7151864243394789,0.156390977443609
duet_worst_ddg,dbd2_score_mut,20,0.156390977443609,0.5102566899029022,0.0870435603568885,0.7151864243394789,0.156390977443609
score_dbd2,score_salt_bridge_proxy,20,0.156390977443609,0.5102566899029022,0.3742849280139857,0.1039913253612951,0.156390977443609
score_dbd2,duet_worst_ddg_mut,20,-0.156390977443609,0.5102566899029022,-0.08704356035688846,0.7151864243394789,0.156390977443609
score_salt_bridge_proxy,dbd2_score_mut,20,-0.156390977443609,0.5102566899029022,-0.37428492801398583,0.10399132536129488,0.156390977443609
duet_worst_ddg_mut,dbd2_score_mut,20,0.156390977443609,0.5102566899029022,0.0870435603568885,0.7151864243394789,0.156390977443609
length,composite_score,155,-0.15556042728071112,0.05325863902583016,-0.03699379259487712,0.6476729365815601,0.15556042728071112
length,composite_rank,155,0.15556042728071112,0.05325863902583016,0.03647415747043116,0.6522967349105034,0.15556042728071112
vina_xylotriose_score,duet_mean_ddg,20,0.15488721804511277,0.5143826800752829,0.2266509582894797,0.33658604023498917,0.15488721804511277
vina_xylotriose_score,duet_mean_ddg_mut,20,0.15488721804511277,0.5143826800752829,0.22665095828947965,0.33658604023498967,0.15488721804511277
vina_xylotriose_score_norm,duet_mean_ddg,20,-0.15488721804511277,0.5143826800752829,-0.22665095828947976,0.33658604023498917,0.15488721804511277
vina_xylotriose_score_norm,duet_mean_ddg_mut,20,-0.15488721804511277,0.5143826800752829,-0.2266509582894797,0.33658604023498917,0.15488721804511277
duet_mean_ddg,vina_xylotriose_score_dock,20,0.15488721804511277,0.5143826800752829,0.2266509582894797,0.33658604023498917,0.15488721804511277
duet_mean_ddg,vina_xylotriose_score_norm_dock,20,-0.15488721804511277,0.5143826800752829,-0.22665095828947976,0.33658604023498917,0.15488721804511277
duet_mean_ddg_mut,vina_xylotriose_score_dock,20,0.15488721804511277,0.5143826800752829,0.22665095828947965,0.33658604023498967,0.15488721804511277
duet_mean_ddg_mut,vina_xylotriose_score_norm_dock,20,-0.15488721804511277,0.5143826800752829,-0.2266509582894797,0.33658604023498917,0.15488721804511277
predicted_pI,score_opt_temp,11,0.15328560866208046,0.6527310613711662,0.3295008365607225,0.3224154838826184,0.15328560866208046
thermoprot_probability,vina_xylotriose_score,145,-0.15116636093842015,0.06952791554972707,-0.1493336529496121,0.07301805025100266,0.15116636093842015
thermoprot_probability,vina_xylotriose_score_norm,145,0.15116636093842015,0.06952791554972707,0.14933365294961207,0.07301805025100266,0.15116636093842015
thermoprot_probability,vina_xylotriose_score_dock,145,-0.15116636093842015,0.06952791554972707,-0.1493336529496121,0.07301805025100266,0.15116636093842015
thermoprot_probability,vina_xylotriose_score_norm_dock,145,0.15116636093842015,0.06952791554972707,0.14933365294961207,0.07301805025100266,0.15116636093842015
vina_xylotriose_score,score_thermoprot,145,-0.15116636093842015,0.06952791554972707,-0.14933365294961212,0.07301805025100266,0.15116636093842015
vina_xylotriose_score_norm,score_thermoprot,145,0.15116636093842015,0.06952791554972707,0.14933365294961212,0.07301805025100266,0.15116636093842015
score_thermoprot,vina_xylotriose_score_dock,145,-0.15116636093842015,0.06952791554972707,-0.14933365294961212,0.07301805025100266,0.15116636093842015
score_thermoprot,vina_xylotriose_score_norm_dock,145,0.15116636093842015,0.06952791554972707,0.14933365294961212,0.07301805025100266,0.15116636093842015
thermoprot_probability,docking_score_mean_norm,145,0.1499416919680998,0.07184473478100672,0.13999013024047224,0.09307515388338,0.1499416919680998
thermoprot_probability,rank_docking,145,-0.1499416919680998,0.07184473478100672,-0.1617177753275565,0.05198030949286198,0.1499416919680998
thermoprot_probability,score_docking,145,0.1499416919680998,0.07184473478100672,0.13999013024047224,0.09307515388338,0.1499416919680998
thermoprot_probability,docking_score_mean_norm_dock,145,0.1499416919680998,0.07184473478100672,0.13999013024047224,0.09307515388338,0.1499416919680998
thermoprot_probability,rank_docking_dock,145,-0.1499416919680998,0.07184473478100672,-0.1617177753275565,0.05198030949286198,0.1499416919680998
docking_score_mean_norm,score_thermoprot,145,0.1499416919680998,0.07184473478100672,0.13999013024047227,0.09307515388338,0.1499416919680998
rank_docking,score_thermoprot,145,-0.1499416919680998,0.07184473478100672,-0.16171777532755655,0.05198030949286198,0.1499416919680998
score_thermoprot,score_docking,145,0.1499416919680998,0.07184473478100672,0.13999013024047227,0.09307515388338,0.1499416919680998
score_thermoprot,docking_score_mean_norm_dock,145,0.1499416919680998,0.07184473478100672,0.13999013024047227,0.09307515388338,0.1499416919680998
score_thermoprot,rank_docking_dock,145,-0.1499416919680998,0.07184473478100672,-0.16171777532755655,0.05198030949286198,0.1499416919680998
predicted_pI,vina_xylotriose_score,145,0.14805633437245763,0.07553338758131786,0.14133069873535806,0.08995418063822545,0.14805633437245763
predicted_pI,vina_xylotriose_score_norm,145,-0.14805633437245763,0.07553338758131786,-0.14133069873535808,0.08995418063822545,0.14805633437245763
predicted_pI,vina_xylotriose_score_dock,145,0.14805633437245763,0.07553338758131786,0.14133069873535806,0.08995418063822545,0.14805633437245763
predicted_pI,vina_xylotriose_score_norm_dock,145,-0.14805633437245763,0.07553338758131786,-0.14133069873535808,0.08995418063822545,0.14805633437245763
secondary_structure_fraction_sheet,duet_worst_ddg,20,-0.14436090225563908,0.543700799199015,-0.13919109123608886,0.5583721162243934,0.14436090225563908
secondary_structure_fraction_sheet,duet_worst_ddg_mut,20,-0.14436090225563908,0.543700799199015,-0.13919109123608886,0.5583721162243934,0.14436090225563908
salt_bridge_proxy,duet_worst_ddg,20,-0.13984962406015036,0.5564935505662204,-0.049508610463500524,0.8357917601909819,0.13984962406015036
salt_bridge_proxy,duet_worst_ddg_mut,20,-0.13984962406015036,0.5564935505662204,-0.049508610463500524,0.8357917601909819,0.13984962406015036
